new_filename,original_filename,source,has_sound
Minke_00060.wav,1705_FLAC_1705_20171023_005947_320.flac,FLAC_1705,1
Minke_00061.wav,1705_FLAC_1705_20171023_010047_320.flac,FLAC_1705,1
Minke_00062.wav,1705_FLAC_1705_20171023_010147_321.flac,FLAC_1705,1
Minke_00063.wav,1705_FLAC_1705_20171023_010247_321.flac,FLAC_1705,1
Minke_00064.wav,1705_FLAC_1705_20171023_010347_320.flac,FLAC_1705,1
Minke_00065.wav,1705_FLAC_1705_20171023_010447_320.flac,FLAC_1705,1
Minke_00066.wav,1705_FLAC_1705_20171023_010547_321.flac,FLAC_1705,1
Minke_00067.wav,1705_FLAC_1705_20171023_010647_321.flac,FLAC_1705,1
Minke_00068.wav,1705_FLAC_1705_20171023_010747_320.flac,FLAC_1705,1
Minke_00069.wav,1705_FLAC_1705_20171023_010847_321.flac,FLAC_1705,1
Minke_00070.wav,1705_FLAC_1705_20171023_010947_321.flac,FLAC_1705,1
Minke_00071.wav,1705_FLAC_1705_20171023_011047_320.flac,FLAC_1705,0
Minke_00072.wav,1705_FLAC_1705_20171023_011147_320.flac,FLAC_1705,1
Minke_00073.wav,1705_FLAC_1705_20171023_011247_321.flac,FLAC_1705,1
Minke_00074.wav,1705_FLAC_1705_20171023_011347_321.flac,FLAC_1705,1
Minke_00075.wav,1705_FLAC_1705_20171023_011447_320.flac,FLAC_1705,1
Minke_00076.wav,1705_FLAC_1705_20171023_011547_320.flac,FLAC_1705,0
Minke_00077.wav,1705_FLAC_1705_20171023_011647_321.flac,FLAC_1705,1
Minke_00078.wav,1705_FLAC_1705_20171023_011747_321.flac,FLAC_1705,1
Minke_00079.wav,1705_FLAC_1705_20171023_011847_320.flac,FLAC_1705,1
Minke_00080.wav,1705_FLAC_1705_20171023_011947_320.flac,FLAC_1705,1
Minke_00081.wav,1705_FLAC_1705_20171023_012047_320.flac,FLAC_1705,1
Minke_00082.wav,1705_FLAC_1705_20171023_012147_320.flac,FLAC_1705,1
Minke_00083.wav,1705_FLAC_1705_20171023_012247_321.flac,FLAC_1705,1
Minke_00084.wav,1705_FLAC_1705_20171023_012347_321.flac,FLAC_1705,1
Minke_00085.wav,1705_FLAC_1705_20171023_012447_320.flac,FLAC_1705,0
Minke_00086.wav,1705_FLAC_1705_20171023_012547_320.flac,FLAC_1705,0
Minke_00087.wav,1705_FLAC_1705_20171023_012647_321.flac,FLAC_1705,1
Minke_00088.wav,1705_FLAC_1705_20171023_012747_321.flac,FLAC_1705,1
Minke_00089.wav,1705_FLAC_1705_20171023_012847_321.flac,FLAC_1705,1
Minke_00090.wav,1705_FLAC_1705_20171023_012947_320.flac,FLAC_1705,1
Minke_00091.wav,1705_FLAC_1705_20171023_013047_320.flac,FLAC_1705,1
Minke_00092.wav,1705_FLAC_1705_20171023_013147_321.flac,FLAC_1705,0
Minke_00093.wav,1705_FLAC_1705_20171023_013247_320.flac,FLAC_1705,0
Minke_00094.wav,1705_FLAC_1705_20171023_013347_321.flac,FLAC_1705,0
Minke_00095.wav,1705_FLAC_1705_20171023_013447_321.flac,FLAC_1705,1
Minke_00096.wav,1705_FLAC_1705_20171023_013547_320.flac,FLAC_1705,0
Minke_00097.wav,1705_FLAC_1705_20171023_013647_320.flac,FLAC_1705,1
Minke_00098.wav,1705_FLAC_1705_20171023_013747_321.flac,FLAC_1705,1
Minke_00099.wav,1705_FLAC_1705_20171023_013847_321.flac,FLAC_1705,1
Minke_00100.wav,1705_FLAC_1705_20171023_013947_320.flac,FLAC_1705,1
Minke_00101.wav,1705_FLAC_1705_20171023_014047_320.flac,FLAC_1705,0
Minke_00102.wav,1705_FLAC_1705_20171023_014147_321.flac,FLAC_1705,1
Minke_00103.wav,1705_FLAC_1705_20171023_014247_321.flac,FLAC_1705,1
Minke_00104.wav,1705_FLAC_1705_20171023_014347_320.flac,FLAC_1705,1
Minke_00105.wav,1705_FLAC_1705_20171023_014447_320.flac,FLAC_1705,1
Minke_00106.wav,1705_FLAC_1705_20171023_014547_321.flac,FLAC_1705,1
Minke_00107.wav,1705_FLAC_1705_20171023_014647_320.flac,FLAC_1705,0
Minke_00108.wav,1705_FLAC_1705_20171023_014747_320.flac,FLAC_1705,0
Minke_00109.wav,1705_FLAC_1705_20171023_014847_321.flac,FLAC_1705,1
Minke_00110.wav,1705_FLAC_1705_20171023_014947_321.flac,FLAC_1705,1
Minke_00111.wav,1705_FLAC_1705_20171023_015047_320.flac,FLAC_1705,1
Minke_00112.wav,1705_FLAC_1705_20171023_015147_320.flac,FLAC_1705,1
Minke_00113.wav,1705_FLAC_1705_20171023_015247_321.flac,FLAC_1705,1
Minke_00114.wav,1705_FLAC_1705_20171023_015347_321.flac,FLAC_1705,1
Minke_00115.wav,1705_FLAC_1705_20171023_015447_320.flac,FLAC_1705,1
Minke_00116.wav,1705_FLAC_1705_20171023_015547_320.flac,FLAC_1705,1
Minke_00117.wav,1705_FLAC_1705_20171023_015647_320.flac,FLAC_1705,1
Minke_00118.wav,1705_FLAC_1705_20171023_015747_320.flac,FLAC_1705,0
Minke_00119.wav,1705_FLAC_1705_20171023_015847_321.flac,FLAC_1705,1
Minke_00120.wav,1705_FLAC_1705_20171023_015947_321.flac,FLAC_1705,1
Minke_00121.wav,1705_FLAC_1705_20171023_020047_320.flac,FLAC_1705,1
Minke_00122.wav,1705_FLAC_1705_20171023_020147_320.flac,FLAC_1705,1
Minke_00123.wav,1705_FLAC_1705_20171023_020247_321.flac,FLAC_1705,1
Minke_00124.wav,1705_FLAC_1705_20171023_020347_321.flac,FLAC_1705,1
Minke_00125.wav,1705_FLAC_1705_20171023_020447_321.flac,FLAC_1705,1
Minke_00126.wav,1705_FLAC_1705_20171023_020547_320.flac,FLAC_1705,1
Minke_00127.wav,1705_FLAC_1705_20171023_020647_320.flac,FLAC_1705,0
Minke_00128.wav,1705_FLAC_1705_20171023_020747_321.flac,FLAC_1705,0
Minke_00129.wav,1705_FLAC_1705_20171023_020847_321.flac,FLAC_1705,0
Minke_00130.wav,1705_FLAC_1705_20171023_020947_321.flac,FLAC_1705,0
Minke_00131.wav,1705_FLAC_1705_20171023_021047_321.flac,FLAC_1705,0
Minke_00132.wav,1705_FLAC_1705_20171023_021147_320.flac,FLAC_1705,0
Minke_00133.wav,1705_FLAC_1705_20171023_021247_320.flac,FLAC_1705,0
Minke_00134.wav,1705_FLAC_1705_20171023_021347_321.flac,FLAC_1705,1
Minke_00135.wav,1705_FLAC_1705_20171023_021447_321.flac,FLAC_1705,1
Minke_00136.wav,1705_FLAC_1705_20171023_021547_320.flac,FLAC_1705,1
Minke_00137.wav,1705_FLAC_1705_20171023_021647_320.flac,FLAC_1705,1
Minke_00138.wav,1705_FLAC_1705_20171023_021747_321.flac,FLAC_1705,0
Minke_00139.wav,1705_FLAC_1705_20171023_021847_321.flac,FLAC_1705,0
Minke_00140.wav,1705_FLAC_1705_20171023_021947_320.flac,FLAC_1705,0
Minke_00141.wav,1705_FLAC_1705_20171023_022047_320.flac,FLAC_1705,0
Minke_00142.wav,1705_FLAC_1705_20171023_022147_320.flac,FLAC_1705,0
Minke_00143.wav,1705_FLAC_1705_20171023_022247_320.flac,FLAC_1705,0
Minke_00144.wav,1705_FLAC_1705_20171023_022347_320.flac,FLAC_1705,0
Minke_00145.wav,1705_FLAC_1705_20171023_022447_321.flac,FLAC_1705,0
Minke_00146.wav,1705_FLAC_1705_20171023_022547_321.flac,FLAC_1705,1
Minke_00147.wav,1705_FLAC_1705_20171023_022647_320.flac,FLAC_1705,0
Minke_00148.wav,1705_FLAC_1705_20171023_022747_320.flac,FLAC_1705,0
Minke_00149.wav,1705_FLAC_1705_20171023_022847_321.flac,FLAC_1705,0
Minke_00150.wav,1705_FLAC_1705_20171023_022947_321.flac,FLAC_1705,0
Minke_00151.wav,Minke_Whale_clip_00010.wav,WAV_MinkeWhale,0
Minke_00152.wav,Minke_Whale_clip_00119.wav,WAV_MinkeWhale,0
Minke_00153.wav,Minke_Whale_clip_00210.wav,WAV_MinkeWhale,0
Minke_00154.wav,Minke_Whale_clip_00217.wav,WAV_MinkeWhale,0
Minke_00155.wav,Minke_Whale_clip_00229.wav,WAV_MinkeWhale,1
Minke_00156.wav,Minke_Whale_clip_00387.wav,WAV_MinkeWhale,0
Minke_00157.wav,Minke_Whale_clip_00395.wav,WAV_MinkeWhale,0
Minke_00158.wav,Minke_Whale_clip_00397.wav,WAV_MinkeWhale,0
Minke_00159.wav,Minke_Whale_clip_00568.wav,WAV_MinkeWhale,0
Minke_00160.wav,Minke_Whale_clip_00582.wav,WAV_MinkeWhale,0
Minke_00161.wav,Minke_Whale_clip_00926.wav,WAV_MinkeWhale,0
Minke_00162.wav,Minke_Whale_clip_00966.wav,WAV_MinkeWhale,1
Minke_00163.wav,Minke_Whale_clip_01202.wav,WAV_MinkeWhale,0
Minke_00164.wav,Minke_Whale_clip_01282.wav,WAV_MinkeWhale,0
